ym,item_category,bid_count,amount_sum,ym_str,t,fitted,residual,month,is_forecast,trend,slope_per_month,seasonal_cv,has_seasonality
2026-02,의료/복지,30,4832919901.0,2026-02,21,37.3,-7.299999999999997,2.0,False,감소,-11.4,0.546,True
2026-03,의료/복지,4,151440000.0,2026-03,22,37.5,-33.5,3.0,False,감소,-11.4,0.546,True
2026-04,의료/복지,40,4896853511.0,2026-04,23,37.6,2.3999999999999986,4.0,False,감소,-11.4,0.546,True
2026-05,의료/복지,17,4135070841.0,2026-05,24,37.8,-20.799999999999997,5.0,False,감소,-11.4,0.546,True
2026-06,의료/복지,,,2026-06,25,22.0,,,True,감소,-11.4,0.546,True
2026-07,의료/복지,,,2026-07,26,43.9,,,True,감소,-11.4,0.546,True
2026-08,의료/복지,,,2026-08,27,30.4,,,True,감소,-11.4,0.546,True
2026-09,의료/복지,,,2026-09,28,24.0,,,True,감소,-11.4,0.546,True
2026-10,의료/복지,,,2026-10,29,33.4,,,True,감소,-11.4,0.546,True
2026-11,의료/복지,,,2026-11,30,65.4,,,True,감소,-11.4,0.546,True
2024-05,차량/운송,60,9857893380.0,2024-05,0,75.7,-15.700000000000003,5.0,False,감소,-15.31,0.436,False
2024-06,차량/운송,72,8785727100.0,2024-06,1,76.0,-4.0,6.0,False,감소,-15.31,0.436,False
2024-07,차량/운송,58,7471359220.0,2024-07,2,76.2,-18.200000000000003,7.0,False,감소,-15.31,0.436,False
2024-08,차량/운송,47,3346697000.0,2024-08,3,76.4,-29.400000000000006,8.0,False,감소,-15.31,0.436,False
2024-09,차량/운송,51,3579178660.0,2024-09,4,76.6,-25.599999999999994,9.0,False,감소,-15.31,0.436,False
2024-10,차량/운송,67,8003215980.0,2024-10,5,76.8,-9.799999999999997,10.0,False,감소,-15.31,0.436,False
2024-11,차량/운송,118,25715691150.0,2024-11,6,77.0,41.0,11.0,False,감소,-15.31,0.436,False
2024-12,차량/운송,159,43061302350.0,2024-12,7,77.3,81.7,12.0,False,감소,-15.31,0.436,False
2025-01,차량/운송,106,37971299310.0,2025-01,8,77.5,28.5,1.0,False,감소,-15.31,0.436,False
2025-02,차량/운송,63,4080836820.0,2025-02,9,77.7,-14.700000000000003,2.0,False,감소,-15.31,0.436,False
2025-03,차량/운송,51,8941688320.0,2025-03,10,77.9,-26.900000000000006,3.0,False,감소,-15.31,0.436,False
2025-04,차량/운송,108,14953604290.0,2025-04,11,78.1,29.900000000000006,4.0,False,감소,-15.31,0.436,False
2025-05,차량/운송,85,12998498400.0,2025-05,12,78.4,6.599999999999994,5.0,False,감소,-15.31,0.436,False
2025-06,차량/운송,81,15021544407.0,2025-06,13,78.6,2.4000000000000057,6.0,False,감소,-15.31,0.436,False
2025-07,차량/운송,59,11927170060.0,2025-07,14,78.8,-19.799999999999997,7.0,False,감소,-15.31,0.436,False
2025-08,차량/운송,41,3101537970.0,2025-08,15,79.0,-38.0,8.0,False,감소,-15.31,0.436,False
2025-09,차량/운송,61,5882771280.0,2025-09,16,79.2,-18.200000000000003,9.0,False,감소,-15.31,0.436,False
2025-10,차량/운송,64,5292772150.0,2025-10,17,79.5,-15.5,10.0,False,감소,-15.31,0.436,False
2025-11,차량/운송,112,46337775222.0,2025-11,18,79.7,32.3,11.0,False,감소,-15.31,0.436,False
2025-12,차량/운송,145,95619641936.0,2025-12,19,79.9,65.1,12.0,False,감소,-15.31,0.436,False
2026-01,차량/운송,117,38717872712.0,2026-01,20,80.1,36.900000000000006,1.0,False,감소,-15.31,0.436,False
2026-02,차량/운송,53,27501278594.0,2026-02,21,80.3,-27.299999999999997,2.0,False,감소,-15.31,0.436,False
2026-03,차량/운송,24,2909640882.0,2026-03,22,80.5,-56.5,3.0,False,감소,-15.31,0.436,False
2026-04,차량/운송,108,11057611402.0,2026-04,23,80.8,27.200000000000003,4.0,False,감소,-15.31,0.436,False
2026-05,차량/운송,49,4954377630.0,2026-05,24,81.0,-32.0,5.0,False,감소,-15.31,0.436,False
2026-06,차량/운송,,,2026-06,25,80.4,,,True,감소,-15.31,0.436,False
2026-07,차량/운송,,,2026-07,26,62.4,,,True,감소,-15.31,0.436,False
2026-08,차량/운송,,,2026-08,27,47.9,,,True,감소,-15.31,0.436,False
2026-09,차량/운송,,,2026-09,28,60.0,,,True,감소,-15.31,0.436,False
2026-10,차량/운송,,,2026-10,29,69.4,,,True,감소,-15.31,0.436,False
2026-11,차량/운송,,,2026-11,30,118.9,,,True,감소,-15.31,0.436,False
2024-05,회계/전문용역,1,66000000.0,2024-05,0,4.1,-3.0999999999999996,5.0,False,유지,-0.46,0.677,True
2024-06,회계/전문용역,5,847361770.0,2024-06,1,4.1,0.9000000000000004,6.0,False,유지,-0.46,0.677,True
2024-07,회계/전문용역,6,752503170.0,2024-07,2,4.1,1.9000000000000004,7.0,False,유지,-0.46,0.677,True
2024-08,회계/전문용역,4,814093000.0,2024-08,3,4.1,-0.09999999999999964,8.0,False,유지,-0.46,0.677,True
2024-10,회계/전문용역,5,361202030.0,2024-10,4,4.1,0.9000000000000004,10.0,False,유지,-0.46,0.677,True
2024-11,회계/전문용역,6,1858729930.0,2024-11,5,4.1,1.9000000000000004,11.0,False,유지,-0.46,0.677,True
2024-12,회계/전문용역,4,356400000.0,2024-12,6,4.1,-0.09999999999999964,12.0,False,유지,-0.46,0.677,True
2025-01,회계/전문용역,3,297000000.0,2025-01,7,4.1,-1.0999999999999996,1.0,False,유지,-0.46,0.677,True
2025-02,회계/전문용역,4,803030000.0,2025-02,8,4.1,-0.09999999999999964,2.0,False,유지,-0.46,0.677,True
2025-03,회계/전문용역,1,3048025990.0,2025-03,9,4.1,-3.0999999999999996,3.0,False,유지,-0.46,0.677,True
2025-04,회계/전문용역,9,5477927000.0,2025-04,10,4.1,4.9,4.0,False,유지,-0.46,0.677,True
2025-06,회계/전문용역,3,137449600.0,2025-06,11,4.2,-1.2000000000000002,6.0,False,유지,-0.46,0.677,True
2025-07,회계/전문용역,2,122284800.0,2025-07,12,4.2,-2.2,7.0,False,유지,-0.46,0.677,True
2025-08,회계/전문용역,1,1.0,2025-08,13,4.2,-3.2,8.0,False,유지,-0.46,0.677,True
2025-10,회계/전문용역,5,3439552961.0,2025-10,14,4.2,0.7999999999999998,10.0,False,유지,-0.46,0.677,True
2025-11,회계/전문용역,5,827041370.0,2025-11,15,4.2,0.7999999999999998,11.0,False,유지,-0.46,0.677,True
2025-12,회계/전문용역,11,1194572370.0,2025-12,16,4.2,6.8,12.0,False,유지,-0.46,0.677,True
2026-01,회계/전문용역,2,897230640.0,2026-01,17,4.2,-2.2,1.0,False,유지,-0.46,0.677,True
2026-02,회계/전문용역,1,70000000.0,2026-02,18,4.2,-3.2,2.0,False,유지,-0.46,0.677,True
2026-03,회계/전문용역,1,59120000.0,2026-03,19,4.2,-3.2,3.0,False,유지,-0.46,0.677,True
2026-04,회계/전문용역,8,1082811400.0,2026-04,20,4.2,3.8,4.0,False,유지,-0.46,0.677,True
2026-05,회계/전문용역,,,2026-05,21,1.1,,,True,유지,-0.46,0.677,True
2026-06,회계/전문용역,,,2026-06,22,4.1,,,True,유지,-0.46,0.677,True
2026-07,회계/전문용역,,,2026-07,23,4.1,,,True,유지,-0.46,0.677,True
2026-08,회계/전문용역,,,2026-08,24,2.6,,,True,유지,-0.46,0.677,True
2026-09,회계/전문용역,,,2026-09,25,4.3,,,True,유지,-0.46,0.677,True
2026-10,회계/전문용역,,,2026-10,26,5.1,,,True,유지,-0.46,0.677,True
2024-06,가구/인테리어,3,885178400.0,2024-06,0,2.1,0.8999999999999999,6.0,False,유지,0.17,0.676,True
2024-07,가구/인테리어,1,250000000.0,2024-07,1,2.1,-1.1,7.0,False,유지,0.17,0.676,True
2024-09,가구/인테리어,2,261180000.0,2024-09,2,2.0,0.0,9.0,False,유지,0.17,0.676,True
2025-01,가구/인테리어,2,96360000.0,2025-01,3,2.0,0.0,1.0,False,유지,0.17,0.676,True
2025-03,가구/인테리어,1,80000000.0,2025-03,4,2.0,-1.0,3.0,False,유지,0.17,0.676,True
2025-04,가구/인테리어,1,53000000.0,2025-04,5,2.0,-1.0,4.0,False,유지,0.17,0.676,True
2025-05,가구/인테리어,6,273426000.0,2025-05,6,1.9,4.1,5.0,False,유지,0.17,0.676,True
2025-06,가구/인테리어,2,655403600.0,2025-06,7,1.9,0.10000000000000009,6.0,False,유지,0.17,0.676,True
2025-07,가구/인테리어,1,89055000.0,2025-07,8,1.9,-0.8999999999999999,7.0,False,유지,0.17,0.676,True
2025-08,가구/인테리어,1,49817900.0,2025-08,9,1.9,-0.8999999999999999,8.0,False,유지,0.17,0.676,True
2025-09,가구/인테리어,2,136284000.0,2025-09,10,1.8,0.19999999999999996,9.0,False,유지,0.17,0.676,True
2025-10,가구/인테리어,1,100000000.0,2025-10,11,1.8,-0.8,10.0,False,유지,0.17,0.676,True
2025-11,가구/인테리어,2,113375000.0,2025-11,12,1.8,0.19999999999999996,11.0,False,유지,0.17,0.676,True
2025-12,가구/인테리어,2,184000000.0,2025-12,13,1.7,0.30000000000000004,12.0,False,유지,0.17,0.676,True
2026-01,가구/인테리어,1,54505000.0,2026-01,14,1.7,-0.7,1.0,False,유지,0.17,0.676,True
2026-03,가구/인테리어,1,136286000.0,2026-03,15,1.7,-0.7,3.0,False,유지,0.17,0.676,True
2026-04,가구/인테리어,3,227449001.0,2026-04,16,1.7,1.3,4.0,False,유지,0.17,0.676,True
2026-05,가구/인테리어,,,2026-05,17,5.7,,,True,유지,0.17,0.676,True
2026-06,가구/인테리어,,,2026-06,18,2.1,,,True,유지,0.17,0.676,True
2026-07,가구/인테리어,,,2026-07,19,0.6,,,True,유지,0.17,0.676,True
2026-08,가구/인테리어,,,2026-08,20,0.7,,,True,유지,0.17,0.676,True
2026-09,가구/인테리어,,,2026-09,21,1.6,,,True,유지,0.17,0.676,True
2026-10,가구/인테리어,,,2026-10,22,0.7,,,True,유지,0.17,0.676,True
